$GPGGA,191925.439,3654.931,N,07902.496,W,0,00,,,M,,M,,*50
$GPGGA,191926.439,3654.932,N,07902.494,W,0,00,,,M,,M,,*52
$GPGGA,191927.439,3654.933,N,07902.493,W,0,00,,,M,,M,,*55
$GPGGA,191928.439,3654.934,N,07902.491,W,0,00,,,M,,M,,*5F
$GPGGA,191929.439,3654.935,N,07902.490,W,0,00,,,M,,M,,*5E
$GPGGA,191930.439,3654.936,N,07902.488,W,0,00,,,M,,M,,*5C
$GPGGA,191931.439,3654.937,N,07902.487,W,0,00,,,M,,M,,*53
$GPGGA,191932.439,3654.938,N,07902.485,W,0,00,,,M,,M,,*5D
$GPGGA,191933.439,3654.938,N,07902.484,W,0,00,,,M,,M,,*5D
$GPGGA,191934.439,3654.939,N,07902.482,W,0,00,,,M,,M,,*5D
$GPGGA,191935.439,3654.940,N,07902.480,W,0,00,,,M,,M,,*50
$GPGGA,191936.439,3654.941,N,07902.479,W,0,00,,,M,,M,,*54
$GPGGA,191937.439,3654.942,N,07902.478,W,0,00,,,M,,M,,*57
$GPGGA,191938.439,3654.944,N,07902.477,W,0,00,,,M,,M,,*51
$GPGGA,191939.439,3654.945,N,07902.476,W,0,00,,,M,,M,,*50
$GPGGA,191940.439,3654.947,N,07902.476,W,0,00,,,M,,M,,*5C
$GPGGA,191941.439,3654.949,N,07902.476,W,0,00,,,M,,M,,*53
$GPGGA,191942.439,3654.951,N,07902.476,W,0,00,,,M,,M,,*59
$GPGGA,191943.439,3654.952,N,07902.476,W,0,00,,,M,,M,,*5B
$GPGGA,191944.439,3654.954,N,07902.476,W,0,00,,,M,,M,,*5A
$GPGGA,191945.439,3654.956,N,07902.476,W,0,00,,,M,,M,,*59
$GPGGA,191946.439,3654.958,N,07902.476,W,0,00,,,M,,M,,*54
$GPGGA,191947.439,3654.960,N,07902.476,W,0,00,,,M,,M,,*5E
$GPGGA,191948.439,3654.961,N,07902.476,W,0,00,,,M,,M,,*50
$GPGGA,191949.439,3654.963,N,07902.476,W,0,00,,,M,,M,,*53
$GPGGA,191950.439,3654.965,N,07902.475,W,0,00,,,M,,M,,*5E
$GPGGA,191951.439,3654.967,N,07902.475,W,0,00,,,M,,M,,*5D
$GPGGA,191952.439,3654.968,N,07902.476,W,0,00,,,M,,M,,*52
$GPGGA,191953.439,3654.970,N,07902.477,W,0,00,,,M,,M,,*5B
$GPGGA,191954.439,3654.972,N,07902.478,W,0,00,,,M,,M,,*51
$GPGGA,191955.439,3654.973,N,07902.479,W,0,00,,,M,,M,,*50
$GPGGA,191956.439,3654.975,N,07902.480,W,0,00,,,M,,M,,*53
$GPGGA,191957.439,3654.976,N,07902.480,W,0,00,,,M,,M,,*51
$GPGGA,191958.439,3654.978,N,07902.481,W,0,00,,,M,,M,,*51
$GPGGA,191959.439,3654.979,N,07902.483,W,0,00,,,M,,M,,*53
$GPGGA,192000.439,3654.980,N,07902.484,W,0,00,,,M,,M,,*54
$GPGGA,192001.439,3654.982,N,07902.485,W,0,00,,,M,,M,,*56
$GPGGA,192002.439,3654.983,N,07902.486,W,0,00,,,M,,M,,*57
$GPGGA,192003.439,3654.984,N,07902.488,W,0,00,,,M,,M,,*5F
$GPGGA,192004.439,3654.984,N,07902.490,W,0,00,,,M,,M,,*51
$GPGGA,192005.439,3654.984,N,07902.491,W,0,00,,,M,,M,,*51
$GPGGA,192006.439,3654.983,N,07902.493,W,0,00,,,M,,M,,*57
$GPGGA,192007.439,3654.982,N,07902.495,W,0,00,,,M,,M,,*51
$GPGGA,192008.439,3654.982,N,07902.496,W,0,00,,,M,,M,,*5D
$GPGGA,192009.439,3654.981,N,07902.498,W,0,00,,,M,,M,,*51
$GPGGA,192010.439,3654.980,N,07902.500,W,0,00,,,M,,M,,*58
$GPGGA,192011.439,3654.980,N,07902.501,W,0,00,,,M,,M,,*58
$GPGGA,192012.439,3654.980,N,07902.503,W,0,00,,,M,,M,,*59
$GPGGA,192013.439,3654.979,N,07902.505,W,0,00,,,M,,M,,*58
$GPGGA,192014.439,3654.978,N,07902.506,W,0,00,,,M,,M,,*5D
$GPGGA,192015.439,3654.977,N,07902.508,W,0,00,,,M,,M,,*5D
$GPGGA,192016.439,3654.977,N,07902.510,W,0,00,,,M,,M,,*57
$GPGGA,192017.439,3654.976,N,07902.511,W,0,00,,,M,,M,,*56
$GPGGA,192018.439,3654.975,N,07902.513,W,0,00,,,M,,M,,*58
$GPGGA,192019.439,3654.974,N,07902.514,W,0,00,,,M,,M,,*5F
$GPGGA,192020.439,3654.973,N,07902.516,W,0,00,,,M,,M,,*50
$GPGGA,192021.439,3654.972,N,07902.517,W,0,00,,,M,,M,,*51
$GPGGA,192022.439,3654.970,N,07902.517,W,0,00,,,M,,M,,*50
$GPGGA,192023.439,3654.968,N,07902.518,W,0,00,,,M,,M,,*57
$GPGGA,192024.439,3654.966,N,07902.518,W,0,00,,,M,,M,,*5E
$GPGGA,192025.439,3654.965,N,07902.518,W,0,00,,,M,,M,,*5C
$GPGGA,192026.439,3654.963,N,07902.518,W,0,00,,,M,,M,,*59
$GPGGA,192027.439,3654.961,N,07902.518,W,0,00,,,M,,M,,*5A
$GPGGA,192028.439,3654.959,N,07902.518,W,0,00,,,M,,M,,*5E
$GPGGA,192029.439,3654.957,N,07902.518,W,0,00,,,M,,M,,*51
$GPGGA,192030.439,3654.956,N,07902.518,W,0,00,,,M,,M,,*58
$GPGGA,192031.439,3654.954,N,07902.518,W,0,00,,,M,,M,,*5B
$GPGGA,192032.439,3654.952,N,07902.518,W,0,00,,,M,,M,,*5E
$GPGGA,192033.439,3654.950,N,07902.518,W,0,00,,,M,,M,,*5D
